U
25
0 10 16 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
10 0 45 11 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 45 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
0 11 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 11 0 8 0 33 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 39 0 0 8 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 6 0 0 0 0 0 46 27 0 47 0 0 0 0 0 0 0 0 0 0
0 0 0 0 33 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 48 0 0 45 0 0 3 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 28 0 0 0 0 0 12 0 3 50 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 45 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 0 8 0 0 0 46 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 27 0 0 3 0 0 0 0 11 0 0 50 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 3 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 47 0 0 0 0 0 11 0 0 0 0 0 0 0 36 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 9 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 49 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 9 16 0 32
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0
